full journal title	Journal Impact Factor
concurrency and computation-practice & experience	1.133
cadernos de saude publica	1.133
cadernos de saude publica	1.133
environmental health and preventive medicine	1.133
environmental health and preventive medicine	1.133
journal of community & applied social psychology	1.133
journal of orthopaedic science	1.133
public money & management	1.133
sociological perspectives	1.133
european journal of womens studies	1.132
international ophthalmology	1.132
journal of applied philosophy	1.132
leisure sciences	1.132
surface and interface analysis	1.132
annales francaises d anesthesie et de reanimation	1.131
journal of feline medicine and surgery	1.131
journal of psychiatric and mental health nursing	1.131
journal of psychiatric and mental health nursing	1.131
feminist legal studies	1.13
high ability studies	1.13
journal of communications and networks	1.13
journal of financial services research	1.13
perspectives in psychiatric care	1.13
perspectives in psychiatric care	1.13
seminars in ultrasound ct and mri	1.13
springerplus	1.13
geological quarterly	1.129
mires and peat	1.129
applied radiation and isotopes	1.128
auris nasus larynx	1.128
journal of mechanical science and technology	1.128
media culture & society	1.128
journal of forensic sciences	1.127
potato research	1.127
pharmazie	1.126
revue de medecine interne	1.126
communications in number theory and physics	1.125
elt journal	1.125
flora	1.125
journal of the american society for horticultural science	1.125
journal of the royal society of new zealand	1.125
literary and linguistic computing	1.125
medicina clinica	1.125
comparative education	1.123
international journal of sustainability in higher education	1.123
journal of individual differences	1.123
annals of microbiology	1.122
journal of new music research	1.122
tijdschrift voor economische en sociale geografie	1.122
revista matematica complutense	1.121
journal of innovative optical health sciences	1.12
pediatric hematology and oncology	1.12
acta acustica united with acustica	1.119
abacus-a journal of accounting finance and business studies	1.119
infectious diseases	1.119
quantum electronics	1.119
international journal of human-computer interaction	1.118
international journal of human-computer interaction	1.118
international journal of network management	1.118
journal of clinical research in pediatric endocrinology	1.118
journal of international financial management & accounting	1.118
medical ultrasonography	1.118
polar science	1.118
structural engineering and mechanics	1.118
ieee transactions on semiconductor manufacturing	1.117
mediterranean politics	1.117
acta oto-laryngologica	1.116
chinese journal of integrative medicine	1.116
etri journal	1.116
eating disorders	1.116
eating disorders	1.116
phytokeys	1.116
thoracic cancer	1.116
australian geographer	1.115
minerva chirurgica	1.115
orthodontics & craniofacial research	1.115
policy and society	1.115
feminist theory	1.114
journal of managed care & specialty pharmacy	1.114
legislative studies quarterly	1.114
mind culture and activity	1.114
scandinavian journal of occupational therapy	1.114
scandinavian journal of occupational therapy	1.114
annales de paleontologie	1.113
fibers and polymers	1.113
ieee transactions on computational intelligence and ai in games	1.113
international journal of periodontics & restorative dentistry	1.113
journal of cosmetic and laser therapy	1.113
geopolitics	1.112
international journal of offender therapy and comparative criminology	1.112
dynamics of atmospheres and oceans	1.111
hong kong medical journal	1.111
journal of education for teaching	1.111
system dynamics review	1.111
european journal of development research	1.11
high temperature	1.11
isij international	1.11
american journal of pharmaceutical education	1.109
avian diseases	1.109
games and culture	1.109
nuclear instruments & methods in physics research section b-beam interactions with materials and atoms	1.109
european annals of otorhinolaryngology-head and neck diseases	1.108
scientia agricola	1.108
coloration technology	1.107
geomechanics and engineering	1.107
international journal of lexicography	1.107
implant dentistry	1.107
journal of aerospace engineering	1.107
journal of literacy research	1.107
journal of applied remote sensing	1.107
research in nondestructive evaluation	1.107
revista de la facultad de ciencias agrarias	1.107
shock waves	1.107
endocrinologia y nutricion	1.106
journal of mathematical fluid mechanics	1.106
latin american journal of solids and structures	1.106
separation science and technology	1.106
cognition technology & work	1.105
cognition technology & work	1.105
international journal of web and grid services	1.105
journal of early modern history	1.105
learning culture and social interaction	1.105
brazilian journal of chemical engineering	1.104
british journal of social work	1.103
human fertility	1.103
journal of comparative economics	1.103
research and practice for persons with severe disabilities	1.103
new directions for child and adolescent development	1.102
quarterly journal of engineering geology and hydrogeology	1.102
signal image and video processing	1.102
eklem hastaliklari ve cerrahisi-joint diseases and related surgery	1.101
integrative psychological and behavioral science	1.101
journal of economic history	1.101
journal of productivity analysis	1.101
journal of cardiothoracic surgery	1.101
soft materials	1.101
comptes rendus biologies	1.1
international journal of health care finance & economics	1.1
maderas-ciencia y tecnologia	1.1
sola	1.1
discrete and continuous dynamical systems	1.099
hypertension in pregnancy	1.099
bioremediation journal	1.098
european journal of political economy	1.098
journal of personnel psychology	1.098
journal of service theory and practice	1.098
voluntas	1.098
computational methods in applied mathematics	1.097
health promotion journal of australia	1.097
theoretical and computational fluid dynamics	1.097
environmental engineering and management journal	1.096
medical education online	1.096
rendiconti lincei-matematica e applicazioni	1.096
washington quarterly	1.096
american journal of dermatopathology	1.095
applied stochastic models in business and industry	1.095
aquaculture international	1.095
geosciences journal	1.095
international journal for multiscale computational engineering	1.095
journal of fourier analysis and applications	1.095
journal of inclusion phenomena and macrocyclic chemistry	1.095
mini-reviews in organic chemistry	1.095
palaeontologische zeitschrift	1.095
educacion xx1	1.094
inverse problems and imaging	1.094
quality & quantity	1.094
quality & quantity	1.094
ursus	1.094
vascular and endovascular surgery	1.094
dermatologic therapy	1.093
folia neuropathologica	1.093
international journal of immunogenetics	1.093
journal of tropical pediatrics	1.093
journal of forest economics	1.093
journal of forest economics	1.093
thermal science	1.093
administration & society	1.092
iet circuits devices & systems	1.092
journal of neurological surgery part b-skull base	1.092
stata journal	1.092
stata journal	1.092
brazilian journal of microbiology	1.091
canadian journal of electrical and computer engineering-revue canadienne de genie electrique et informatique	1.091
